,ground_truth,pred,test_criterion
126,0.0,0.0,-0.009999379515647888
127,0.0,0.0,-0.009999684058129787
128,0.0,0.0,-0.009999989531934261
129,0.0,0.0,-0.01000002771615982
130,0.0,0.0,-0.01000006590038538
131,0.0,0.0,-0.01000006590038538
132,0.0,0.0,-0.01000006590038538
133,0.0,0.0,-0.010000142268836498
134,0.0,0.0,-0.01000006590038538
135,0.0,0.0,-0.010000142268836498
136,0.0,0.0,-0.009999989531934261
137,0.0,0.0,-0.009999989531934261
138,0.0,0.0,-0.009999951347708702
139,0.0,0.0,-0.009999913163483143
140,0.0,0.0,-0.01000002771615982
141,0.0,0.0,-0.009999989531934261
142,0.0,0.0,-0.01000006590038538
143,0.0,0.0,-0.01000006590038538
144,0.0,0.0,-0.01000006590038538
145,0.0,0.0,-0.01000006590038538
146,0.0,0.0,-0.01000002771615982
147,0.0,0.0,-0.009999989531934261
148,0.0,0.0,-0.009999989531934261
149,0.0,0.0,-0.009999989531934261
150,0.0,0.0,-0.01000006590038538
151,0.0,0.0,-0.01000006590038538
152,0.0,0.0,-0.010000104084610939
153,0.0,0.0,-0.010000218637287617
154,0.0,0.0,-0.010000218637287617
155,0.0,0.0,-0.01000006590038538
156,0.0,0.0,-0.01000006590038538
157,0.0,0.0,-0.01000006590038538
158,0.0,0.0,-0.010000142268836498
159,0.0,0.0,-0.01000006590038538
160,0.0,0.0,-0.01000006590038538
161,0.0,0.0,-0.01000006590038538
162,0.0,0.0,-0.009999989531934261
163,0.0,0.0,-0.01000002771615982
164,0.0,0.0,-0.01000006590038538
165,0.0,0.0,-0.010000142268836498
166,0.0,0.0,-0.010000142268836498
167,0.0,0.0,-0.010000142268836498
168,0.0,0.0,-0.010000104084610939
169,0.0,0.0,-0.01000006590038538
170,0.0,0.0,-0.009999989531934261
171,0.0,0.0,-0.01000006590038538
172,0.0,0.0,-0.01000006590038538
173,0.0,0.0,-0.01000006590038538
174,0.0,0.0,-0.01000006590038538
175,0.0,0.0,-0.01000006590038538
176,0.0,0.0,-0.010000104084610939
177,0.0,0.0,-0.010000218637287617
178,0.0,0.0,-0.010000256821513176
179,0.0,0.0,-0.010000218637287617
180,0.0,0.0,-0.010000218637287617
181,0.0,0.0,-0.010000104084610939
182,0.0,0.0,-0.010000180453062057
183,0.0,0.0,-0.010000218637287617
184,0.0,0.0,-0.010000218637287617
185,0.0,0.0,-0.010000218637287617
186,0.0,0.0,-0.010000218637287617
187,0.0,0.0,-0.010000142268836498
188,0.0,0.0,-0.010000142268836498
189,0.0,0.0,-0.010000218637287617
190,0.0,0.0,-0.01000029407441616
191,0.0,0.0,-0.01000029407441616
192,0.0,0.0,-0.01000029407441616
193,0.0,0.0,-0.010000142268836498
194,0.0,0.0,-0.009999989531934261
195,0.0,0.0,-0.01000006590038538
196,0.0,0.0,-0.01000029407441616
197,0.0,0.0,-0.01000029407441616
198,0.0,0.0,-0.009999760426580906
199,0.0,0.0,-0.009998082183301449
200,0.0,1.0,-0.009996924549341202
201,0.0,0.0,-0.009999403730034828
202,0.0,0.0,-0.010000166483223438
203,0.0,0.0,-0.010000166483223438
204,0.0,0.0,-0.009999938309192657
205,0.0,0.0,-0.009999784640967846
206,0.0,0.0,-0.009999709203839302
207,0.0,0.0,-0.009999861009418964
208,0.0,0.0,-0.009999938309192657
209,0.0,0.0,-0.009999938309192657
210,0.0,0.0,-0.009999861009418964
211,0.0,0.0,-0.009999938309192657
212,0.0,0.0,-0.010000013746321201
213,0.0,0.0,-0.010000204667448997
214,0.0,0.0,-0.010000242851674557
215,0.0,0.0,-0.01000009011477232
216,0.0,0.0,-0.010000013746321201
217,0.0,0.0,-0.009999938309192657
218,0.0,0.0,-0.010000013746321201
219,0.0,0.0,-0.01000009011477232
220,0.0,0.0,-0.01000009011477232
221,0.0,0.0,-0.01000009011477232
222,0.0,0.0,-0.010000166483223438
223,0.0,0.0,-0.01000009011477232
224,0.0,0.0,-0.009999938309192657
225,0.0,0.0,-0.009999822825193405
226,0.0,0.0,-0.009999403730034828
227,0.0,0.0,-0.009999784640967846
228,0.0,0.0,-0.010000013746321201
229,0.0,0.0,-0.009999938309192657
230,0.0,0.0,-0.01000005193054676
231,0.0,0.0,-0.01000005193054676
232,0.0,0.0,-0.01000009011477232
233,0.0,0.0,-0.01000009011477232
234,0.0,0.0,-0.01000009011477232
235,0.0,0.0,-0.010000013746321201
236,0.0,0.0,-0.010000013746321201
237,0.0,0.0,-0.009999938309192657
238,0.0,0.0,-0.009999938309192657
239,0.0,0.0,-0.009999938309192657
240,0.0,0.0,-0.009999938309192657
241,0.0,0.0,-0.010000013746321201
242,0.0,0.0,-0.01000005193054676
243,0.0,0.0,-0.010000129230320454
244,0.0,0.0,-0.010000129230320454
245,0.0,0.0,-0.00999902281910181
246,0.0,0.0,-0.01000005193054676
247,0.0,0.0,-0.01000009011477232
248,0.0,0.0,-0.01000009011477232
249,0.0,0.0,-0.01000009011477232
250,0.0,0.0,-0.01000005193054676
251,0.0,0.0,-0.010000204667448997
252,0.0,0.0,-0.010000166483223438
253,0.0,0.0,-0.01000009011477232
254,0.0,0.0,-0.010000166483223438
255,0.0,0.0,-0.01000009011477232
256,0.0,0.0,-0.010000166483223438
257,0.0,0.0,-0.01000009011477232
258,0.0,0.0,-0.010000242851674557
259,0.0,0.0,-0.010000013746321201
260,0.0,0.0,-0.01000005193054676
261,0.0,0.0,-0.009999938309192657
262,0.0,0.0,-0.010000013746321201
263,0.0,0.0,-0.01000005193054676
264,0.0,0.0,-0.01000009011477232
265,0.0,0.0,-0.010000166483223438
266,0.0,0.0,-0.010000166483223438
267,0.0,0.0,-0.010000166483223438
268,0.0,0.0,-0.01000009011477232
269,0.0,0.0,-0.01000009011477232
270,0.0,0.0,-0.01000005193054676
271,0.0,0.0,-0.01000005193054676
272,0.0,0.0,-0.010000129230320454
273,0.0,0.0,-0.010000166483223438
274,0.0,0.0,-0.010000242851674557
275,0.0,0.0,-0.010000204667448997
276,0.0,0.0,-0.010000242851674557
277,0.0,0.0,-0.010000319220125675
278,0.0,0.0,-0.010000319220125675
279,0.0,0.0,-0.010000395588576794
280,0.0,0.0,-0.010000242851674557
281,0.0,0.0,-0.010000166483223438
282,0.0,0.0,-0.010000166483223438
283,0.0,0.0,-0.010000166483223438
284,0.0,0.0,-0.010000242851674557
285,0.0,0.0,-0.010000319220125675
286,0.0,0.0,-0.010000242851674557
287,0.0,0.0,-0.010000204667448997
288,0.0,0.0,-0.010000129230320454
289,0.0,0.0,-0.009999709203839302
290,0.0,0.0,-0.010000204667448997
291,0.0,0.0,-0.010000319220125675
292,0.0,0.0,-0.010000242851674557
293,0.0,0.0,-0.01000009011477232
294,0.0,0.0,-0.010000013746321201
295,0.0,0.0,-0.01000009011477232
296,0.0,0.0,-0.010000242851674557
297,0.0,0.0,-0.01000009011477232
298,0.0,0.0,-0.009999631904065609
299,0.0,0.0,-0.009997878223657608
300,0.0,1.0,-0.009996841661632061
301,0.0,0.0,-0.009999435395002365
302,0.0,0.0,-0.01000016089528799
303,0.0,0.0,-0.01000019907951355
304,0.0,0.0,-0.009999969974160194
305,0.0,0.0,-0.009999779053032398
306,0.0,0.0,-0.009999740868806839
307,0.0,0.0,-0.009999893605709076
308,0.0,0.0,-0.009999969974160194
309,0.0,0.0,-0.009999969974160194
310,0.0,0.0,-0.009999969974160194
311,0.0,0.0,-0.009999893605709076
312,0.0,0.0,-0.009999969974160194
313,0.0,0.0,-0.010000045411288738
314,0.0,0.0,-0.010000121779739857
315,0.0,0.0,-0.010000083595514297
316,0.0,0.0,-0.010000007227063179
317,0.0,0.0,-0.009999969974160194
318,0.0,0.0,-0.009999969974160194
319,0.0,0.0,-0.010000045411288738
320,0.0,0.0,-0.010000045411288738
321,0.0,0.0,-0.010000121779739857
322,0.0,0.0,-0.010000045411288738
323,0.0,0.0,-0.010000121779739857
324,0.0,0.0,-0.010000045411288738
325,0.0,0.0,-0.010000121779739857
326,0.0,0.0,-0.009999740868806839
327,0.0,0.0,-0.009997986257076263
328,0.0,0.0,-0.009999817237257957
329,0.0,0.0,-0.010000007227063179
330,0.0,0.0,-0.009999779053032398
331,0.0,0.0,-0.009997833520174026
332,0.0,0.0,-0.009999969974160194
333,0.0,0.0,-0.010000083595514297
334,0.0,0.0,-0.010000045411288738
335,0.0,0.0,-0.010000045411288738
336,0.0,0.0,-0.010000007227063179
337,0.0,0.0,-0.009999969974160194
338,0.0,0.0,-0.009999969974160194
339,0.0,0.0,-0.009999969974160194
340,0.0,0.0,-0.010000007227063179
341,0.0,0.0,-0.010000045411288738
342,0.0,0.0,-0.010000045411288738
343,0.0,0.0,-0.010000121779739857
344,0.0,0.0,-0.010000083595514297
345,0.0,0.0,-0.010000083595514297
346,0.0,0.0,-0.010000045411288738
347,0.0,0.0,-0.010000045411288738
348,0.0,0.0,-0.010000045411288738
349,0.0,0.0,-0.010000045411288738
350,0.0,0.0,-0.010000121779739857
351,0.0,0.0,-0.010000083595514297
352,0.0,0.0,-0.010000121779739857
353,0.0,0.0,-0.01000019907951355
354,0.0,0.0,-0.01000019907951355
355,0.0,0.0,-0.01000019907951355
356,0.0,0.0,-0.010000083595514297
357,0.0,0.0,-0.010000121779739857
358,0.0,0.0,-0.010000121779739857
359,0.0,0.0,-0.010000121779739857
360,0.0,0.0,-0.010000121779739857
361,0.0,0.0,-0.010000121779739857
362,0.0,0.0,-0.010000121779739857
363,0.0,0.0,-0.010000083595514297
364,0.0,0.0,-0.010000121779739857
365,0.0,0.0,-0.010000083595514297
366,0.0,0.0,-0.01000019907951355
367,0.0,0.0,-0.010000274516642094
368,0.0,0.0,-0.010000274516642094
369,0.0,0.0,-0.010000236332416534
370,0.0,0.0,-0.01000019907951355
371,0.0,0.0,-0.010000121779739857
372,0.0,0.0,-0.01000019907951355
373,0.0,0.0,-0.010000236332416534
374,0.0,0.0,-0.010000274516642094
375,0.0,0.0,-0.01000019907951355
376,0.0,0.0,-0.010000274516642094
377,0.0,0.0,-0.010000274516642094
378,0.0,0.0,-0.010000350885093212
379,0.0,0.0,-0.010000312700867653
380,0.0,0.0,-0.01000016089528799
381,0.0,0.0,-0.01000019907951355
382,0.0,0.0,-0.01000019907951355
383,0.0,0.0,-0.01000019907951355
384,0.0,0.0,-0.01000019907951355
385,0.0,0.0,-0.01000016089528799
386,0.0,0.0,-0.010000312700867653
387,0.0,0.0,-0.01000016089528799
388,0.0,0.0,-0.01000016089528799
389,0.0,0.0,-0.010000274516642094
390,0.0,0.0,-0.01000042725354433
391,0.0,0.0,-0.01000042725354433
392,0.0,0.0,-0.010000350885093212
393,0.0,0.0,-0.010000121779739857
394,0.0,0.0,-0.010000121779739857
395,0.0,0.0,-0.01000019907951355
396,0.0,0.0,-0.010000350885093212
397,0.0,0.0,-0.010000350885093212
398,0.0,0.0,-0.009999817237257957
399,0.0,0.0,-0.009997986257076263
400,0.0,1.0,-0.009996896609663963
401,0.0,0.0,-0.009999566711485386
402,0.0,0.0,-0.010000214911997318
403,0.0,0.0,-0.010000023990869522
404,0.0,0.0,-0.00999987218528986
405,0.0,0.0,-0.009998193942010403
406,0.0,0.0,-0.009999604895710945
407,0.0,0.0,-0.009999948553740978
408,0.0,0.0,-0.010000023990869522
409,0.0,0.0,-0.010000023990869522
410,0.0,0.0,-0.009999948553740978
411,0.0,0.0,-0.009999948553740978
412,0.0,0.0,-0.010000023990869522
413,0.0,0.0,-0.01000010035932064
414,0.0,0.0,-0.010000139474868774
415,0.0,0.0,-0.01000010035932064
416,0.0,0.0,-0.010000023990869522
417,0.0,0.0,-0.009999948553740978
418,0.0,0.0,-0.009999985806643963
419,0.0,0.0,-0.010000023990869522
420,0.0,0.0,-0.01000010035932064
421,0.0,0.0,-0.01000010035932064
422,0.0,0.0,-0.01000010035932064
423,0.0,0.0,-0.010000062175095081
424,0.0,0.0,-0.010000023990869522
425,0.0,0.0,-0.01000010035932064
426,0.0,0.0,-0.01000010035932064
427,0.0,0.0,-0.010000139474868774
428,0.0,0.0,-0.010000139474868774
429,0.0,0.0,-0.010000139474868774
430,0.0,0.0,-0.010000023990869522
431,0.0,0.0,-0.01000010035932064
432,0.0,0.0,-0.010000139474868774
433,0.0,0.0,-0.01000010035932064
434,0.0,0.0,-0.009999719448387623
435,0.0,0.0,-0.009997240267693996
436,0.0,0.0,-0.00999987218528986
437,0.0,0.0,-0.01000010035932064
438,0.0,0.0,-0.01000010035932064
439,0.0,0.0,-0.010000177659094334
440,0.0,0.0,-0.010000214911997318
441,0.0,0.0,-0.010000177659094334
442,0.0,0.0,-0.010000139474868774
443,0.0,0.0,-0.010000139474868774
444,0.0,0.0,-0.010000177659094334
445,0.0,0.0,-0.010000177659094334
446,0.0,0.0,-0.01000010035932064
447,0.0,0.0,-0.010000139474868774
448,0.0,0.0,-0.010000177659094334
449,0.0,0.0,-0.010000139474868774
450,0.0,0.0,-0.01000010035932064
451,0.0,0.0,-0.010000214911997318
452,0.0,0.0,-0.010000177659094334
453,0.0,0.0,-0.010000177659094334
454,0.0,0.0,-0.010000253096222878
455,0.0,0.0,-0.01000010035932064
456,0.0,0.0,-0.010000253096222878
457,0.0,0.0,-0.009999948553740978
458,0.0,0.0,-0.010000139474868774
459,0.0,0.0,-0.01000010035932064
460,0.0,0.0,-0.01000010035932064
461,0.0,0.0,-0.01000010035932064
462,0.0,0.0,-0.010000139474868774
463,0.0,0.0,-0.010000139474868774
464,0.0,0.0,-0.009999604895710945
465,0.0,0.0,-0.009999719448387623
466,0.0,0.0,-0.009999681264162064
467,0.0,0.0,-0.010000291280448437
468,0.0,0.0,-0.010000139474868774
469,0.0,0.0,-0.010000177659094334
470,0.0,0.0,-0.01000010035932064
471,0.0,0.0,-0.010000139474868774
472,0.0,0.0,-0.010000139474868774
473,0.0,0.0,-0.010000139474868774
474,0.0,0.0,-0.010000139474868774
475,0.0,0.0,-0.010000139474868774
476,0.0,0.0,-0.010000177659094334
477,0.0,0.0,-0.010000253096222878
478,0.0,0.0,-0.010000329464673996
479,0.0,0.0,-0.010000329464673996
480,0.0,0.0,-0.010000214911997318
481,0.0,0.0,-0.01000010035932064
482,0.0,0.0,-0.01000010035932064
483,0.0,0.0,-0.01000010035932064
484,0.0,0.0,-0.010000214911997318
485,0.0,0.0,-0.01000036858022213
486,0.0,0.0,-0.010000405833125114
487,0.0,0.0,-0.010000329464673996
488,0.0,0.0,-0.010000214911997318
489,0.0,0.0,-0.010000329464673996
490,0.0,0.0,-0.010000405833125114
491,0.0,0.0,-0.010000405833125114
492,0.0,0.0,-0.010000405833125114
493,0.0,0.0,-0.010000253096222878
494,0.0,0.0,-0.010000023990869522
495,0.0,0.0,-0.009999528527259827
496,0.0,0.0,-0.010000177659094334
497,0.0,0.0,-0.01000036858022213
498,0.0,0.0,-0.009999795816838741
499,0.0,0.0,-0.009998040273785591
500,0.0,1.0,-0.00999612919986248
501,0.0,0.0,-0.009999066591262817
502,0.0,0.0,-0.010000286623835564
503,0.0,0.0,-0.010000210255384445
504,0.0,0.0,-0.010000020265579224
505,0.0,0.0,-0.009999829344451427
506,0.0,0.0,-0.009999943897128105
507,0.0,0.0,-0.009999905712902546
508,0.0,0.0,-0.010000134818255901
509,0.0,0.0,-0.010000134818255901
510,0.0,0.0,-0.010000096634030342
511,0.0,0.0,-0.010000096634030342
512,0.0,0.0,-0.009999982081353664
513,0.0,0.0,-0.010000096634030342
514,0.0,0.0,-0.010000134818255901
515,0.0,0.0,-0.010000134818255901
516,0.0,0.0,-0.010000058449804783
517,0.0,0.0,-0.009999982081353664
518,0.0,0.0,-0.009999982081353664
519,0.0,0.0,-0.010000020265579224
520,0.0,0.0,-0.010000058449804783
521,0.0,0.0,-0.010000134818255901
522,0.0,0.0,-0.010000134818255901
523,0.0,0.0,-0.010000058449804783
524,0.0,0.0,-0.009999982081353664
525,0.0,0.0,-0.009999982081353664
526,0.0,0.0,-0.009999982081353664
527,0.0,0.0,-0.009999982081353664
528,0.0,0.0,-0.009999982081353664
529,0.0,0.0,-0.010000058449804783
530,0.0,0.0,-0.010000058449804783
531,0.0,0.0,-0.010000096634030342
532,0.0,0.0,-0.010000134818255901
533,0.0,0.0,-0.010000096634030342
534,0.0,0.0,-0.010000058449804783
535,0.0,0.0,-0.010000058449804783
536,0.0,0.0,-0.009999982081353664
537,0.0,0.0,-0.009999982081353664
538,0.0,0.0,-0.009999982081353664
539,0.0,0.0,-0.010000020265579224
540,0.0,0.0,-0.010000020265579224
541,0.0,0.0,-0.010000020265579224
542,0.0,0.0,-0.010000020265579224
543,0.0,0.0,-0.010000134818255901
544,0.0,0.0,-0.010000096634030342
545,0.0,0.0,-0.010000172071158886
546,0.0,0.0,-0.010000096634030342
547,0.0,0.0,-0.010000096634030342
548,0.0,0.0,-0.010000172071158886
549,0.0,0.0,-0.010000325739383698
550,1.0,1.0,-0.010000286623835564
551,1.0,1.0,-0.010000172071158886
552,1.0,1.0,-0.010000134818255901
553,1.0,1.0,-0.010000172071158886
554,1.0,1.0,-0.010000096634030342
555,1.0,1.0,-0.010000134818255901
556,1.0,1.0,-0.010000096634030342
557,1.0,1.0,-0.009999142028391361
558,1.0,1.0,-0.009998837485909462
559,1.0,1.0,-0.010000210255384445
560,1.0,1.0,-0.009999982081353664
561,1.0,1.0,-0.009999905712902546
562,1.0,1.0,-0.009999982081353664
563,1.0,1.0,-0.010000058449804783
564,1.0,1.0,-0.010000210255384445
565,1.0,1.0,-0.010000210255384445
566,1.0,1.0,-0.010000210255384445
567,1.0,1.0,-0.010000210255384445
568,1.0,1.0,-0.010000286623835564
569,1.0,1.0,-0.010000210255384445
570,1.0,1.0,-0.009999982081353664
571,1.0,1.0,-0.009998837485909462
572,1.0,1.0,-0.009999677538871765
573,1.0,1.0,-0.010000134818255901
574,1.0,1.0,-0.010000134818255901
575,1.0,1.0,-0.010000096634030342
576,1.0,1.0,-0.010000210255384445
577,1.0,1.0,-0.010000286623835564
578,1.0,1.0,-0.010000362992286682
579,1.0,1.0,-0.010000286623835564
580,1.0,1.0,-0.010000210255384445
581,1.0,1.0,-0.010000134818255901
582,1.0,1.0,-0.010000058449804783
583,1.0,1.0,-0.010000096634030342
584,1.0,1.0,-0.010000210255384445
585,1.0,1.0,-0.010000210255384445
586,1.0,1.0,-0.010000248439610004
587,1.0,1.0,-0.010000210255384445
588,1.0,1.0,-0.010000172071158886
589,1.0,1.0,-0.010000210255384445
590,1.0,1.0,-0.010000362992286682
591,1.0,1.0,-0.010000362992286682
592,1.0,1.0,-0.010000286623835564
593,1.0,1.0,-0.010000134818255901
594,1.0,1.0,-0.010000058449804783
595,1.0,1.0,-0.010000134818255901
596,1.0,1.0,-0.010000286623835564
597,1.0,1.0,-0.010000286623835564
598,1.0,1.0,-0.009999791160225868
599,1.0,1.0,-0.009997807443141937
600,1.0,1.0,-0.009996933862566948
601,1.0,1.0,-0.009999488480389118
602,1.0,1.0,-0.010000213980674744
603,1.0,1.0,-0.010000213980674744
604,1.0,1.0,-0.009999984875321388
605,1.0,1.0,-0.009999832138419151
606,1.0,1.0,-0.009999832138419151
607,1.0,1.0,-0.009999909438192844
608,1.0,1.0,-0.009999984875321388
609,1.0,1.0,-0.010000023059546947
610,1.0,1.0,-0.009999984875321388
611,1.0,1.0,-0.009999909438192844
612,1.0,1.0,-0.009999984875321388
613,1.0,1.0,-0.010000061243772507
614,1.0,1.0,-0.010000137612223625
615,1.0,1.0,-0.010000099427998066
616,1.0,1.0,-0.010000137612223625
617,1.0,1.0,-0.009999984875321388
618,1.0,1.0,-0.010000213980674744
619,1.0,1.0,-0.010000061243772507
620,1.0,1.0,-0.010000061243772507
621,1.0,1.0,-0.010000137612223625
622,1.0,1.0,-0.010000099427998066
623,1.0,1.0,-0.010000137612223625
624,1.0,1.0,-0.010000023059546947
625,1.0,1.0,-0.010000213980674744
626,1.0,1.0,-0.009999984875321388
627,1.0,1.0,-0.009999946691095829
628,1.0,1.0,-0.010000023059546947
629,1.0,1.0,-0.010000023059546947
630,1.0,1.0,-0.010000137612223625
631,1.0,1.0,-0.010000137612223625
632,1.0,1.0,-0.010000137612223625
633,1.0,1.0,-0.010000137612223625
634,1.0,1.0,-0.010000061243772507
635,1.0,1.0,-0.009999984875321388
636,1.0,1.0,-0.010000099427998066
637,1.0,1.0,-0.010000099427998066
638,1.0,1.0,-0.010000061243772507
639,1.0,1.0,-0.009999755769968033
640,1.0,1.0,-0.009999909438192844
641,1.0,1.0,-0.010000099427998066
642,1.0,1.0,-0.010000099427998066
643,1.0,1.0,-0.010000099427998066
644,1.0,1.0,-0.009999909438192844
645,1.0,1.0,-0.010000061243772507
646,1.0,1.0,-0.010000061243772507
647,1.0,1.0,-0.009999984875321388
648,1.0,1.0,-0.009999909438192844
649,1.0,1.0,-0.010000099427998066
650,1.0,1.0,-0.010000137612223625
651,1.0,1.0,-0.010000061243772507
652,1.0,1.0,-0.00999964214861393
653,1.0,1.0,-0.009999755769968033
654,1.0,1.0,-0.009999603033065796
655,1.0,1.0,-0.009999946691095829
656,1.0,1.0,-0.010000099427998066
657,1.0,1.0,-0.010000137612223625
658,1.0,1.0,-0.009998803026974201
659,1.0,1.0,-0.009999526664614677
660,1.0,1.0,-0.009999603033065796
661,1.0,1.0,-0.009999871253967285
662,1.0,1.0,-0.010000061243772507
663,1.0,1.0,-0.010000061243772507
664,1.0,1.0,-0.010000137612223625
665,1.0,1.0,-0.010000213980674744
666,1.0,1.0,-0.010000213980674744
667,1.0,1.0,-0.010000213980674744
668,1.0,1.0,-0.010000175796449184
669,1.0,1.0,-0.010000137612223625
670,1.0,1.0,-0.010000099427998066
671,1.0,1.0,-0.010000137612223625
672,1.0,1.0,-0.010000137612223625
673,1.0,1.0,-0.010000137612223625
674,1.0,1.0,-0.010000137612223625
675,1.0,1.0,-0.010000137612223625
676,1.0,1.0,-0.010000213980674744
677,1.0,1.0,-0.010000290349125862
678,1.0,1.0,-0.010000290349125862
679,1.0,1.0,-0.010000290349125862
680,1.0,1.0,-0.010000213980674744
681,1.0,1.0,-0.010000137612223625
682,1.0,1.0,-0.010000061243772507
683,1.0,1.0,-0.010000023059546947
684,1.0,1.0,-0.010000213980674744
685,1.0,1.0,-0.010000213980674744
686,1.0,1.0,-0.010000252164900303
687,1.0,1.0,-0.010000213980674744
688,1.0,1.0,-0.010000137612223625
689,1.0,1.0,-0.010000213980674744
690,1.0,1.0,-0.010000328533351421
691,1.0,1.0,-0.010000365786254406
692,1.0,1.0,-0.010000290349125862
693,1.0,1.0,-0.010000137612223625
694,1.0,1.0,-0.010000023059546947
695,1.0,1.0,-0.010000099427998066
696,1.0,1.0,-0.010000290349125862
697,1.0,1.0,-0.010000290349125862
